(256, 373, 305)
(248, 374, 305)
(241, 373, 305)
(236, 372, 305)
(240, 366, 305)
(244, 358, 305)
(244, 351, 305)
(240, 348, 306)
(244, 345, 306)
(254, 345, 306)
(263, 347, 306)
(273, 346, 306)
(284, 348, 306)
(283, 360, 306)
(287, 372, 306)
(279, 374, 306)
(273, 373, 306)
(261, 373, 306)
(251, 373, 306)
(244, 374, 306)
(236, 372, 306)
(241, 365, 306)
(243, 359, 306)
(243, 353, 306)
(240, 347, 307)
(248, 345, 307)
(257, 346, 307)
(266, 347, 307)
(275, 347, 307)
(281, 347, 307)
(286, 350, 307)
(282, 359, 307)
(283, 365, 307)
(288, 373, 307)
(279, 374, 307)
(267, 373, 307)
(253, 373, 307)
(245, 374, 307)
(236, 372, 307)
(240, 365, 307)
(243, 356, 307)
(239, 348, 308)
(248, 346, 308)
(257, 347, 308)
(269, 348, 308)
(277, 347, 308)
(286, 349, 308)
(287, 352, 308)
(282, 357, 308)
(282, 365, 308)
(289, 373, 308)
(282, 374, 308)
(278, 374, 308)
(263, 373, 308)
(247, 374, 308)
(242, 374, 308)
(236, 372, 308)
(240, 364, 308)
(242, 357, 308)
(239, 348, 309)
(242, 346, 309)
(249, 346, 309)
(256, 347, 309)
(268, 348, 309)
(278, 347, 309)
(286, 348, 309)
(289, 351, 309)
(284, 357, 309)
(283, 364, 309)
(290, 372, 309)
(285, 375, 309)
(277, 374, 309)
(269, 373, 309)
(252, 373, 309)
(245, 373, 309)
(241, 374, 309)
(235, 373, 309)
(241, 362, 309)
(242, 355, 309)
(238, 348, 310)
(244, 346, 310)
(255, 347, 310)
(272, 348, 310)
(282, 347, 310)
(289, 351, 310)
(282, 362, 310)
(290, 373, 310)
(286, 375, 310)
(278, 374, 310)
(265, 373, 310)
(247, 373, 310)
(242, 374, 310)
(235, 372, 310)
(240, 363, 310)
(241, 354, 310)
(236, 348, 311)
(243, 346, 311)
(250, 347, 311)
(261, 347, 311)
(272, 347, 311)
(282, 347, 311)
(289, 350, 311)
(286, 356, 311)
(283, 360, 311)
(286, 367, 311)
(290, 372, 311)
(285, 375, 311)
(276, 373, 311)
(265, 373, 311)
(253, 373, 311)
(245, 373, 311)
(240, 374, 311)
(235, 372, 311)
(239, 365, 311)
(240, 357, 311)
(237, 348, 312)
(245, 346, 312)
(254, 347, 312)
(266, 347, 312)
(281, 348, 312)
(286, 348, 312)
(289, 350, 312)
(284, 356, 312)
(284, 362, 312)
(288, 369, 312)
(291, 373, 312)
(283, 374, 312)
(269, 373, 312)
(255, 373, 312)
(243, 373, 312)
(238, 373, 312)
(234, 371, 312)
(239, 364, 312)
(241, 358, 312)
(239, 353, 312)
(237, 347, 313)
(244, 345, 313)
(255, 347, 313)
(267, 348, 313)
(279, 348, 313)
(286, 349, 313)
(290, 350, 313)
(286, 355, 313)
(285, 361, 313)
(287, 367, 313)
(291, 373, 313)
(286, 375, 313)
(278, 373, 313)
(258, 373, 313)
(244, 373, 313)
(239, 374, 313)
(235, 372, 313)
(239, 365, 313)
(241, 357, 313)
(239, 352, 313)
(237, 349, 314)
(241, 346, 314)
(250, 347, 314)
(261, 348, 314)
(273, 348, 314)
(283, 348, 314)
(290, 351, 314)
(286, 356, 314)
(285, 362, 314)
(292, 372, 314)
(287, 375, 314)
(278, 374, 314)
(263, 373, 314)
(248, 373, 314)
(242, 373, 314)
(240, 374, 314)
(233, 372, 314)
(238, 365, 314)
(240, 358, 314)
(238, 353, 314)
(235, 348, 315)
(242, 347, 315)
(252, 348, 315)
(262, 348, 315)
(273, 348, 315)
(280, 349, 315)
(285, 348, 315)
(290, 351, 315)
(287, 355, 315)
(284, 362, 315)
(288, 368, 315)
(291, 372, 315)
(286, 374, 315)
(278, 374, 315)
(265, 373, 315)
(250, 373, 315)
(243, 373, 315)
(238, 373, 315)
(234, 372, 315)
(238, 365, 315)
(240, 359, 315)
(238, 354, 315)
(235, 349, 316)
(240, 347, 316)
(254, 347, 316)
(272, 348, 316)
(286, 348, 316)
(290, 351, 316)
(286, 356, 316)
(285, 361, 316)
(289, 370, 316)
(291, 374, 316)
(283, 374, 316)
(270, 374, 316)
(259, 373, 316)
(246, 373, 316)
(238, 374, 316)
(233, 372, 316)
(240, 363, 316)
(239, 355, 316)
(236, 350, 317)
(242, 347, 317)
(255, 348, 317)
(273, 348, 317)
(283, 349, 317)
(289, 350, 317)
(291, 352, 317)
(288, 356, 317)
(285, 362, 317)
(288, 368, 317)
(291, 372, 317)
(288, 375, 317)
(277, 374, 317)
(266, 373, 317)
(253, 373, 317)
(244, 373, 317)
(239, 374, 317)
(233, 372, 317)
(238, 366, 317)
(240, 360, 317)
(238, 355, 317)
(236, 349, 318)
(241, 347, 318)
(251, 348, 318)
(261, 348, 318)
(272, 348, 318)
(282, 348, 318)
(289, 350, 318)
(291, 352, 318)
(288, 355, 318)
(285, 361, 318)
(287, 367, 318)
(290, 371, 318)
(290, 375, 318)
(282, 374, 318)
(271, 374, 318)
(260, 374, 318)
(250, 373, 318)
(244, 374, 318)
(239, 374, 318)
(234, 372, 318)
(236, 367, 318)
(240, 362, 318)
(240, 358, 318)
(238, 353, 318)
(235, 349, 319)
(241, 347, 319)
(248, 348, 319)
(257, 348, 319)
(267, 348, 319)
(276, 348, 319)
(281, 350, 319)
(286, 349, 319)
(292, 351, 319)
(289, 356, 319)
(285, 361, 319)
(288, 368, 319)
(291, 372, 319)
(286, 375, 319)
(279, 374, 319)
(268, 374, 319)
(258, 374, 319)
(247, 373, 319)
(239, 375, 319)
(233, 372, 319)
(238, 366, 319)
(241, 360, 319)
(238, 354, 319)
(236, 350, 320)
(240, 348, 320)
(255, 348, 320)
(274, 349, 320)
(285, 349, 320)
(289, 349, 320)
(292, 352, 320)
(287, 357, 320)
(286, 362, 320)
(288, 368, 320)
(291, 372, 320)
(286, 375, 320)
(277, 374, 320)
(266, 374, 320)
(253, 373, 320)
(246, 373, 320)
(240, 374, 320)
(234, 372, 320)
(238, 365, 320)
(240, 360, 320)
(238, 355, 320)
(234, 351, 321)
(239, 349, 321)
(250, 348, 321)
(264, 349, 321)
(277, 349, 321)
(284, 349, 321)
(290, 350, 321)
(293, 352, 321)
(288, 355, 321)
(287, 359, 321)
(287, 365, 321)
(290, 369, 321)
(291, 373, 321)
(285, 375, 321)
(278, 374, 321)
(266, 374, 321)
(255, 373, 321)
(246, 373, 321)
(239, 374, 321)
(234, 372, 321)
(237, 367, 321)
(240, 360, 321)
(238, 355, 321)
(235, 352, 322)
(242, 348, 322)
(254, 348, 322)
(263, 348, 322)
(274, 349, 322)
(285, 349, 322)
(288, 349, 322)
(292, 352, 322)
(287, 356, 322)
(286, 361, 322)
(287, 366, 322)
(291, 373, 322)
(286, 375, 322)
(279, 375, 322)
(268, 374, 322)
(258, 374, 322)
(247, 373, 322)
(241, 375, 322)
(233, 372, 322)
(238, 367, 322)
(239, 360, 322)
(235, 351, 323)
(240, 348, 323)
(250, 348, 323)
(261, 348, 323)
(271, 349, 323)
(287, 349, 323)
(293, 352, 323)
(286, 356, 323)
(287, 363, 323)
(289, 369, 323)
(291, 373, 323)
(284, 376, 323)
(277, 375, 323)
(262, 374, 323)
(245, 373, 323)
(241, 375, 323)
(234, 371, 323)
(238, 365, 323)
(239, 358, 323)
(236, 351, 324)
(242, 348, 324)
(252, 349, 324)
(278, 349, 324)
(282, 350, 324)
(286, 349, 324)
(292, 352, 324)
(287, 357, 324)
(286, 364, 324)
(290, 373, 324)
(285, 376, 324)
(275, 374, 324)
(244, 373, 324)
(241, 375, 324)
(234, 372, 324)
(238, 366, 324)
(240, 359, 324)
(236, 351, 325)
(241, 348, 325)
(253, 348, 325)
(267, 349, 325)
(277, 349, 325)
(287, 349, 325)
(292, 352, 325)
(287, 358, 325)
(287, 365, 325)
(290, 373, 325)
(286, 376, 325)
(276, 374, 325)
(263, 374, 325)
(244, 374, 325)
(240, 375, 325)
(234, 372, 325)
(238, 364, 325)
(240, 357, 325)
(236, 350, 326)
(240, 348, 326)
(254, 348, 326)
(276, 349, 326)
(287, 350, 326)
(291, 352, 326)
(287, 358, 326)
(287, 366, 326)
(290, 372, 326)
(284, 375, 326)
(274, 374, 326)
(257, 374, 326)
(245, 373, 326)
(240, 374, 326)
(235, 371, 326)
(239, 365, 326)
(240, 357, 326)
(235, 351, 327)
(241, 349, 327)
(251, 349, 327)
(263, 349, 327)
(275, 348, 327)
(281, 350, 327)
(287, 349, 327)
(291, 352, 327)
(287, 356, 327)
(287, 362, 327)
(289, 369, 327)
(289, 375, 327)
(280, 376, 327)
(271, 375, 327)
(258, 374, 327)
(246, 374, 327)
(240, 375, 327)
(235, 372, 327)
(239, 365, 327)
(240, 357, 327)
(236, 352, 328)
(240, 349, 328)
(250, 349, 328)
(262, 349, 328)
(276, 349, 328)
(286, 349, 328)
(292, 353, 328)
(288, 356, 328)
(287, 363, 328)
(289, 373, 328)
(285, 376, 328)
(276, 374, 328)
(262, 374, 328)
(247, 374, 328)
(242, 375, 328)
(235, 372, 328)
(238, 366, 328)
(240, 358, 328)
(237, 351, 329)
(241, 348, 329)
(256, 348, 329)
(268, 348, 329)
(281, 350, 329)
(285, 349, 329)
(291, 352, 329)
(287, 358, 329)
(287, 365, 329)
(288, 372, 329)
(284, 376, 329)
(273, 374, 329)
(260, 374, 329)
(248, 374, 329)
(242, 374, 329)
(235, 372, 329)
(239, 365, 329)
(241, 358, 329)
(237, 351, 330)
(242, 349, 330)
(253, 348, 330)
(266, 348, 330)
(277, 349, 330)
(286, 349, 330)
(291, 352, 330)
(287, 358, 330)
(287, 365, 330)
(288, 374, 330)
(279, 376, 330)
(267, 375, 330)
(251, 374, 330)
(242, 375, 330)
(236, 372, 330)
(240, 365, 330)
(242, 359, 330)
(239, 355, 330)
(237, 351, 331)
(242, 349, 331)
(257, 348, 331)
(270, 349, 331)
(278, 349, 331)
(287, 349, 331)
(292, 352, 331)
(288, 356, 331)
(287, 362, 331)
(287, 371, 331)
(287, 375, 331)
(277, 376, 331)
(263, 375, 331)
(251, 375, 331)
(244, 375, 331)
(236, 373, 331)
(240, 365, 331)
(241, 357, 331)
(237, 352, 332)
(242, 349, 332)
(251, 348, 332)
(263, 348, 332)
(275, 349, 332)
(285, 349, 332)
(291, 352, 332)
(287, 358, 332)
(287, 366, 332)
(284, 374, 332)
(276, 376, 332)
(263, 376, 332)
(252, 375, 332)
(247, 376, 332)
(238, 373, 332)
(239, 366, 332)
(241, 362, 332)
(240, 355, 332)
(238, 351, 333)
(243, 349, 333)
(259, 348, 333)
(275, 348, 333)
(286, 349, 333)
(291, 353, 333)
(287, 358, 333)
(287, 366, 333)
(284, 372, 333)
(281, 376, 333)
(262, 376, 333)
(250, 376, 333)
(242, 375, 333)
(238, 374, 333)
(240, 365, 333)
(242, 359, 333)
(240, 355, 333)
(238, 352, 334)
(242, 349, 334)
(252, 348, 334)
(262, 348, 334)
(274, 348, 334)
(286, 348, 334)
(291, 352, 334)
(287, 359, 334)
(287, 366, 334)
(284, 370, 334)
(282, 375, 334)
(275, 377, 334)
(266, 375, 334)
(258, 375, 334)
(248, 375, 334)
(243, 374, 334)
(238, 372, 334)
(240, 367, 334)
(242, 361, 334)
(241, 356, 334)
(237, 351, 335)
(243, 348, 335)
(255, 348, 335)
(266, 348, 335)
(278, 348, 335)
(283, 348, 335)
(290, 352, 335)
(287, 357, 335)
(286, 361, 335)
(287, 365, 335)
(283, 372, 335)
(276, 376, 335)
(268, 376, 335)
(262, 375, 335)
(253, 376, 335)
(243, 375, 335)
(239, 372, 335)
(241, 366, 335)
(243, 359, 335)
(240, 355, 335)
(239, 350, 336)
(243, 348, 336)
(251, 348, 336)
(263, 349, 336)
(278, 348, 336)
(283, 348, 336)
(290, 351, 336)
(288, 357, 336)
(287, 364, 336)
(283, 368, 336)
(278, 376, 336)
(271, 376, 336)
(264, 375, 336)
(257, 376, 336)
(249, 376, 336)
(243, 373, 336)
(241, 367, 336)
(243, 360, 336)
(240, 355, 336)
(240, 350, 337)
(245, 348, 337)
(255, 348, 337)
(264, 348, 337)
(275, 348, 337)
(283, 348, 337)
(288, 351, 337)
(288, 356, 337)
(286, 361, 337)
(287, 366, 337)
(279, 367, 337)
(274, 364, 337)
(266, 360, 337)
(259, 364, 337)
(260, 373, 337)
(254, 375, 337)
(246, 374, 337)
(242, 367, 337)
(244, 359, 337)
(241, 354, 337)
(240, 350, 338)
(246, 347, 338)
(258, 347, 338)
(269, 348, 338)
(282, 348, 338)
(288, 354, 338)
(286, 359, 338)
(287, 363, 338)
(283, 367, 338)
(279, 368, 338)
(275, 360, 338)
(269, 357, 338)
(260, 357, 338)
(258, 363, 338)
(256, 368, 338)
(255, 374, 338)
(246, 374, 338)
(244, 369, 338)
(243, 361, 338)
(243, 356, 338)
